"id","minutes","met","intensity","steps","calories"
"1927972279",0,"1.15000000000000000000","0.06666666666666666667","1.43333333333333330000","1.64662603541000000000"
"1927972279",1,"1.06333333333333330000","0.03333333333333333333","0.20000000000000000000","1.52245870038000000000"
"1927972279",2,"1.11666666666666670000","0.06666666666666666667","0.40000000000000000000","1.59886936350666670000"
"1927972279",3,"1.13666666666666670000","0.06666666666666666667","0.90000000000000000000","1.62761236830333330000"
"1927972279",4,"1.07333333333333330000","0.03333333333333333333","0.46666666666666666667","1.53678570195000000000"
"1927972279",5,"1.18666666666666670000","0.10000000000000000000","1.53333333333333330000","1.69915836258666670000"
"1927972279",6,"1.25000000000000000000","0.13333333333333333333","2.1000000000000000","1.78989602728666670000"
"1927972279",7,"1.11666666666666670000","0.06666666666666666667","0.66666666666666666667","1.59886936350666670000"
"1927972279",8,"1.12666666666666670000","0.06666666666666666667","0.86666666666666666667","1.61328536673000000000"
"1927972279",9,"1.16666666666666670000","0.06666666666666666667","2.2666666666666667","1.67050437136666670000"
"1927972279",10,"1.14333333333333330000","0.06666666666666666667","1.16666666666666670000","1.63707470103000000000"
"1927972279",11,"1.13333333333333330000","0.06666666666666666667","1.13333333333333330000","1.62283670111333330000"
"1927972279",12,"1.20000000000000000000","0.10000000000000000000","1.93333333333333330000","1.71826103135000000000"
"1927972279",13,"1.17666666666666670000","0.06666666666666666667","2.4666666666666667","1.68483137293666670000"
"1927972279",14,"1.17666666666666670000","0.06666666666666666667","2.4000000000000000","1.68483137293666670000"
"1927972279",15,"1.11000000000000000000","0.06666666666666666667","0.56666666666666666667","1.58940703078000000000"
"1927972279",16,"1.09666666666666670000","0.03333333333333333333","1.23333333333333330000","1.57030437393666670000"
"1927972279",17,"1.11666666666666670000","0.06666666666666666667","1.93333333333333330000","1.59895837708333330000"
"1927972279",18,"1.15000000000000000000","0.10000000000000000000","1.66666666666666670000","1.64671503706666670000"
"1927972279",19,"1.10000000000000000000","0.06666666666666666667","0.20000000000000000000","1.57508002921000000000"
"1927972279",20,"1.10666666666666670000","0.06666666666666666667","0.16666666666666666667","1.58454236193666670000"
"1927972279",21,"1.11666666666666670000","0.06666666666666666667","1.96666666666666670000","1.59895837708333330000"
"1927972279",22,"1.19666666666666670000","0.10000000000000000000","1.43333333333333330000","1.71348536415666670000"
"1927972279",23,"1.28666666666666670000","0.13333333333333333333","3.3666666666666667","1.84251736803333330000"
"1927972279",24,"1.29333333333333330000","0.16666666666666666667","3.6333333333333333","1.85206870241666670000"
"1927972279",25,"1.24000000000000000000","0.13333333333333333333","3.6333333333333333","1.77565803929000000000"
"1927972279",26,"1.23333333333333330000","0.13333333333333333333","3.0333333333333333","1.76610670491000000000"
"1927972279",27,"1.20666666666666670000","0.10000000000000000000","2.2666666666666667","1.72790136738666670000"
"1927972279",28,"1.07333333333333330000","0.03333333333333333333","0.30000000000000000000","1.53687470360333330000"
"1927972279",29,"1.13000000000000000000","0.03333333333333333333","2.2666666666666667","1.61797204419000000000"
"1927972279",30,"1.19000000000000000000","0.10000000000000000000","1.43333333333333330000","1.70259903673000000000"
"1927972279",31,"1.14000000000000000000","0.06666666666666666667","1.10000000000000000000","1.63238803549000000000"
"1927972279",32,"1.12666666666666670000","0.06666666666666666667","0.66666666666666666667","1.61319636507666670000"
"1927972279",33,"1.22000000000000000000","0.10000000000000000000","2.7000000000000000","1.74540203814000000000"
"1927972279",34,"1.11666666666666670000","0.06666666666666666667","0.53333333333333333333","1.59886936350666670000"
"1927972279",35,"1.17333333333333330000","0.10000000000000000000","0.80000000000000000000","1.68005569382333330000"
"1927972279",36,"1.07666666666666670000","0.03333333333333333333","0.46666666666666666667","1.54156136914000000000"
"1927972279",37,"1.07666666666666670000","0.03333333333333333333","0.76666666666666666667","1.54165037079666670000"
"1927972279",38,"1.16333333333333330000","0.06666666666666666667","2.2666666666666667","1.66581770582666670000"
"1927972279",39,"1.18333333333333330000","0.10000000000000000000","1.10000000000000000000","1.69447169704666670000"
"1927972279",40,"1.20666666666666670000","0.10000000000000000000","2.0333333333333333","1.72790136738333330000"
"1927972279",41,"1.21000000000000000000","0.10000000000000000000","2.2666666666666667","1.73267703457000000000"
"1927972279",42,"1.07666666666666670000","0.03333333333333333333","0.63333333333333333333","1.54165037079333330000"
"1927972279",43,"1.13333333333333330000","0.06666666666666666667","0.93333333333333333333","1.62274769946000000000"
"1927972279",44,"1.21333333333333330000","0.13333333333333333333","1.26666666666666670000","1.73745268984333330000"
"1927972279",45,"1.12666666666666670000","0.03333333333333333333","2.2333333333333333","1.61328537865333330000"
"1927972279",46,"1.21666666666666670000","0.10000000000000000000","2.4666666666666667","1.74222836895666670000"
"1927972279",47,"1.24333333333333330000","0.13333333333333333333","2.2000000000000000","1.78043369455666670000"
"1927972279",48,"1.13000000000000000000","0.06666666666666666667","0.80000000000000000000","1.61806103392000000000"
"1927972279",49,"1.11333333333333330000","0.06666666666666666667","0.53333333333333333333","1.59418269797000000000"
"1927972279",50,"1.11666666666666670000","0.06666666666666666667","0.76666666666666666667","1.59895836516000000000"
